sample_id,raw_input,gold_clean_alias,canonical_degree,canonical_field,degree_level,noise_type,difficulty,expected_layer,expected_status,expected_min_confidence,training_use,source
L2-00163,BCAHELOR OF ARTS,BACHELOR OF ARTS,Bachelor of Arts,,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00082
L2-00164,Bache1or OF ARTS,BACHELOR OF ARTS,Bachelor of Arts,,UG SCIENCE,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-00082
L2-00165,B. .,B. A.,Bachelor of Arts,,UG SCIENCE,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00083
L2-00166,ba hns,ba hons,Bachelor of Arts,,UG SCIENCE,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00084
L2-00167,ba ohns,ba hons,Bachelor of Arts,,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00084
L2-00168,B..,B.A.,Bachelor of Arts,,UG SCIENCE,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00086
L2-00169,BA Hns (Hons),BA Hons (Hons),Bachelor of Arts,,UG SCIENCE,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00087
L2-00170,BA oHns (Hons),BA Hons (Hons),Bachelor of Arts,,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00087
L2-00171,BA Hons (Ho,BA Hons (Hons),Bachelor of Arts,,UG SCIENCE,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-00087
L2-00172,B.. Hons,B.A. Hons,Bachelor of Arts,,UG SCIENCE,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00088
L2-00173,B.A. oHns,B.A. Hons,Bachelor of Arts,,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00088
L2-00174,Bachlor of Arts Hons,Bachelor of Arts Hons,Bachelor of Arts,,UG SCIENCE,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00089
L2-00175,Bcahelor of Arts Hons,Bachelor of Arts Hons,Bachelor of Arts,,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00089
L2-00176,Bache1or of Arts Hons,Bachelor of Arts Hons,Bachelor of Arts,,UG SCIENCE,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-00089
L2-00177,b. .,b. a.,Bachelor of Arts,,UG SCIENCE,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00090
L2-00178,Bachlor of Arts (Hons),Bachelor of Arts (Hons),Bachelor of Arts,,UG SCIENCE,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00091
L2-00179,Bcahelor of Arts (Hons),Bachelor of Arts (Hons),Bachelor of Arts,,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00091
L2-00180,Bache1or of Arts (Hons),Bachelor of Arts (Hons),Bachelor of Arts,,UG SCIENCE,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-00091
L2-00181,Bachelor of Arts (Ho,Bachelor of Arts (Hons),Bachelor of Arts,,UG SCIENCE,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-00091
L2-00182,BAHns,BAHons,Bachelor of Arts,,UG SCIENCE,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00092
L2-00183,BHAons,BAHons,Bachelor of Arts,,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00092
L2-00184,BAH,BAHons,Bachelor of Arts,,UG SCIENCE,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-00092
L2-00185,B  ,B  A,Bachelor of Arts,,UG SCIENCE,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00093
L2-00186,Bachlor of Business Administration,Bachelor of Business Administration,Bachelor of Business Administration,,UG SCIENCE,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00094
L2-00187,Bcahelor of Business Administration,Bachelor of Business Administration,Bachelor of Business Administration,,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00094
L2-00188,Bache1or of Business Administration,Bachelor of Business Administration,Bachelor of Business Administration,,UG SCIENCE,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-00094
L2-00189,Bachelor of Business Adminis,Bachelor of Business Administration,Bachelor of Business Administration,,UG SCIENCE,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-00094
L2-00190,B. cS - Banking and Finance,B. Sc - Banking and Finance,Bachelor of Business Administration,Banking and Finance,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00096
L2-00191,B.cS - Finance,B.Sc - Finance,Bachelor of Business Administration,Finance,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00097
L2-00192,BSc Hns / Human Resources Management,BSc Hons / Human Resources Management,Bachelor of Business Administration,Human Resources Management,UG SCIENCE,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00098
L2-00193,BcS Hons / Human Resources Management,BSc Hons / Human Resources Management,Bachelor of Business Administration,Human Resources Management,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00098
L2-00194,BSC n Banking and Finance,BSC in Banking and Finance,Bachelor of Business Administration,Banking and Finance,UG SCIENCE,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00099
L2-00195,BCS in Banking and Finance,BSC in Banking and Finance,Bachelor of Business Administration,Banking and Finance,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00099
L2-00196,BcS (Human Resources Management),BSc (Human Resources Management),Bachelor of Business Administration,Human Resources Management,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00100
L2-00197,BSc (Human Resources Manag,BSc (Human Resources Management),Bachelor of Business Administration,Human Resources Management,UG SCIENCE,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-00100
L2-00198,BcS (Banking and Finance),BSc (Banking and Finance),Bachelor of Business Administration,Banking and Finance,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00101
L2-00199,BSc (Banking and Fina,BSc (Banking and Finance),Bachelor of Business Administration,Banking and Finance,UG SCIENCE,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-00101
L2-00200,Bachlor of Business Administration / Operations Management,Bachelor of Business Administration / Operations Management,Bachelor of Business Administration,Operations Management,UG SCIENCE,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00102
L2-00201,Bcahelor of Business Administration / Operations Management,Bachelor of Business Administration / Operations Management,Bachelor of Business Administration,Operations Management,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00102
L2-00202,Bache1or of Business Administration / Operations Management,Bachelor of Business Administration / Operations Management,Bachelor of Business Administration,Operations Management,UG SCIENCE,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-00102
L2-00203,BcS - International Business,BSc - International Business,Bachelor of Business Administration,International Business,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00103
L2-00204,"BCS, Entrepreneurship","BSC, Entrepreneurship",Bachelor of Business Administration,Entrepreneurship,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00104
L2-00205,BcS (Commerce),BSc (Commerce),Bachelor of Business Administration,Commerce,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00105
L2-00206,BSc (Comm,BSc (Commerce),Bachelor of Business Administration,Commerce,UG SCIENCE,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-00105
L2-00207,Bachlor of Business Administration (Banking and Finance),Bachelor of Business Administration (Banking and Finance),Bachelor of Business Administration,Banking and Finance,UG SCIENCE,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00106
L2-00208,Bcahelor of Business Administration (Banking and Finance),Bachelor of Business Administration (Banking and Finance),Bachelor of Business Administration,Banking and Finance,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00106
L2-00209,Bache1or of Business Administration (Banking and Finance),Bachelor of Business Administration (Banking and Finance),Bachelor of Business Administration,Banking and Finance,UG SCIENCE,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-00106
L2-00210,Bachelor of Business Administration (Banking and Fina,Bachelor of Business Administration (Banking and Finance),Bachelor of Business Administration,Banking and Finance,UG SCIENCE,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-00106
L2-00211,BSc n Accounting,BSc in Accounting,Bachelor of Business Administration,Accounting,UG SCIENCE,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00107
L2-00212,BcS in Accounting,BSc in Accounting,Bachelor of Business Administration,Accounting,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00107
L2-00213,B.Sc. n Business Administration,B.Sc. in Business Administration,Bachelor of Business Administration,Business Administration,UG SCIENCE,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00108
L2-00214,B.cS. in Business Administration,B.Sc. in Business Administration,Bachelor of Business Administration,Business Administration,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00108
L2-00215,BCS - Operations Management,BSC - Operations Management,Bachelor of Business Administration,Operations Management,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00109
L2-00216,"BSc Hns, Commerce","BSc Hons, Commerce",Bachelor of Business Administration,Commerce,UG SCIENCE,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00110
L2-00217,"BcS Hons, Commerce","BSc Hons, Commerce",Bachelor of Business Administration,Commerce,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00110
L2-00218,Bachlor of Business Administration in Commerce,Bachelor of Business Administration in Commerce,Bachelor of Business Administration,Commerce,UG SCIENCE,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00111
L2-00219,Bcahelor of Business Administration in Commerce,Bachelor of Business Administration in Commerce,Bachelor of Business Administration,Commerce,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00111
L2-00220,Bache1or of Business Administration in Commerce,Bachelor of Business Administration in Commerce,Bachelor of Business Administration,Commerce,UG SCIENCE,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-00111
L2-00221,Bachlor of Business Administration (Finance),Bachelor of Business Administration (Finance),Bachelor of Business Administration,Finance,UG SCIENCE,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00112
L2-00222,Bcahelor of Business Administration (Finance),Bachelor of Business Administration (Finance),Bachelor of Business Administration,Finance,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00112
L2-00223,Bache1or of Business Administration (Finance),Bachelor of Business Administration (Finance),Bachelor of Business Administration,Finance,UG SCIENCE,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-00112
L2-00224,Bachelor of Business Administration (Fin,Bachelor of Business Administration (Finance),Bachelor of Business Administration,Finance,UG SCIENCE,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-00112
L2-00225,B.cS. (Business Administration),B.Sc. (Business Administration),Bachelor of Business Administration,Business Administration,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00113
L2-00226,B.Sc. (Business Adminis,B.Sc. (Business Administration),Bachelor of Business Administration,Business Administration,UG SCIENCE,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-00113
L2-00227,BCS (Business Administration),BSC (Business Administration),Bachelor of Business Administration,Business Administration,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00114
L2-00228,BSC (Business Adminis,BSC (Business Administration),Bachelor of Business Administration,Business Administration,UG SCIENCE,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-00114
L2-00229,B.cS / Business Administration,B.Sc / Business Administration,Bachelor of Business Administration,Business Administration,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00115
L2-00230,B.cS (Human Resources Management),B.Sc (Human Resources Management),Bachelor of Business Administration,Human Resources Management,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00116
L2-00231,B.Sc (Human Resources Manag,B.Sc (Human Resources Management),Bachelor of Business Administration,Human Resources Management,UG SCIENCE,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-00116
L2-00232,Bachlor of Business Administration in Banking and Finance,Bachelor of Business Administration in Banking and Finance,Bachelor of Business Administration,Banking and Finance,UG SCIENCE,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00117
L2-00233,Bcahelor of Business Administration in Banking and Finance,Bachelor of Business Administration in Banking and Finance,Bachelor of Business Administration,Banking and Finance,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00117
L2-00234,Bache1or of Business Administration in Banking and Finance,Bachelor of Business Administration in Banking and Finance,Bachelor of Business Administration,Banking and Finance,UG SCIENCE,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-00117
L2-00235,BcS - Business Administration,BSc - Business Administration,Bachelor of Business Administration,Business Administration,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00118
L2-00236,B.B..,B.B.A.,Bachelor of Business Administration,,UG SCIENCE,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00119
L2-00237,B.B,B.B.A.,Bachelor of Business Administration,,UG SCIENCE,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-00119
L2-00238,BCS (Human Resources Management),BSC (Human Resources Management),Bachelor of Business Administration,Human Resources Management,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00120
L2-00239,BSC (Human Resources Manag,BSC (Human Resources Management),Bachelor of Business Administration,Human Resources Management,UG SCIENCE,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-00120
L2-00240,"B.cS, Business Administration","B.Sc, Business Administration",Bachelor of Business Administration,Business Administration,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00121
L2-00241,BcS / Business Administration,BSc / Business Administration,Bachelor of Business Administration,Business Administration,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00122
L2-00242,"BSc Hns, Accounting","BSc Hons, Accounting",Bachelor of Business Administration,Accounting,UG SCIENCE,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00123
L2-00243,"BcS Hons, Accounting","BSc Hons, Accounting",Bachelor of Business Administration,Accounting,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00123
L2-00244,B. cS (International Business),B. Sc (International Business),Bachelor of Business Administration,International Business,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00124
L2-00245,B. Sc (International Busi,B. Sc (International Business),Bachelor of Business Administration,International Business,UG SCIENCE,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-00124
L2-00246,"BCS, International Business","BSC, International Business",Bachelor of Business Administration,International Business,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00125
L2-00247,"BSc Hns, Business Administration","BSc Hons, Business Administration",Bachelor of Business Administration,Business Administration,UG SCIENCE,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00126
L2-00248,"BcS Hons, Business Administration","BSc Hons, Business Administration",Bachelor of Business Administration,Business Administration,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00126
L2-00249,BCS / Business Administration,BSC / Business Administration,Bachelor of Business Administration,Business Administration,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00127
L2-00250,Bachlor of Business Administration / Banking and Finance,Bachelor of Business Administration / Banking and Finance,Bachelor of Business Administration,Banking and Finance,UG SCIENCE,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00128
L2-00251,Bcahelor of Business Administration / Banking and Finance,Bachelor of Business Administration / Banking and Finance,Bachelor of Business Administration,Banking and Finance,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00128
L2-00252,Bache1or of Business Administration / Banking and Finance,Bachelor of Business Administration / Banking and Finance,Bachelor of Business Administration,Banking and Finance,UG SCIENCE,ocr_confusion,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-00128
L2-00253,BSC n Human Resources Management,BSC in Human Resources Management,Bachelor of Business Administration,Human Resources Management,UG SCIENCE,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00129
L2-00254,BCS in Human Resources Management,BSC in Human Resources Management,Bachelor of Business Administration,Human Resources Management,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00129
L2-00255,"BcS, Operations Management","BSc, Operations Management",Bachelor of Business Administration,Operations Management,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00130
L2-00256,BcS - Marketing,BSc - Marketing,Bachelor of Business Administration,Marketing,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00131
L2-00257,B. cS (Commerce),B. Sc (Commerce),Bachelor of Business Administration,Commerce,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00132
L2-00258,B. Sc (Comm,B. Sc (Commerce),Bachelor of Business Administration,Commerce,UG SCIENCE,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-00132
L2-00259,B.cS (Business Administration),B.Sc (Business Administration),Bachelor of Business Administration,Business Administration,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00133
L2-00260,B.Sc (Business Adminis,B.Sc (Business Administration),Bachelor of Business Administration,Business Administration,UG SCIENCE,truncated_term,hard,L2,review_needed,0.60,fuzzy_matching_threshold_tuning,L1-00133
L2-00261,B.cS - International Business,B.Sc - International Business,Bachelor of Business Administration,International Business,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00134
L2-00262,B.cS. - Accounting,B.Sc. - Accounting,Bachelor of Business Administration,Accounting,UG SCIENCE,adjacent_transposition,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00135
L2-00263,B.B.. Hons,B.B.A. Hons,Bachelor of Business Administration,,UG SCIENCE,single_vowel_drop,medium,L2,fuzzy_matched,0.82,fuzzy_matching_threshold_tuning,L1-00136
